-58.47302903127476,1,2,2,2,1,2,2,2,2,1,1,0,0,2,0,2,0
-45.70302903127477,0,1,2,2,2,2,2,2,1,2,2,0,1,0,1,2,2
-50.40302903127477,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,1
-51.58302903127477,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,1,0
-50.72802903127477,1,2,2,1,1,0,2,2,0,2,2,2,2,2,2,2,2
-52.45302903127477,0,1,1,0,2,2,2,0,1,2,2,2,2,2,1,2,0
-46.57802903127477,2,1,2,1,2,1,2,2,0,1,2,2,1,2,1,1,2
-51.35802903127477,1,2,2,2,1,1,2,2,2,2,0,1,2,2,0,0,2
-55.053029031274775,0,2,2,2,2,2,2,1,1,1,2,2,0,1,2,2,0
-55.553029031274775,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2
-44.92802903127477,0,1,2,2,2,0,1,1,0,2,2,2,2,0,1,2,2
-55.25302903127478,1,2,2,1,2,2,2,1,1,1,2,2,0,0,2,2,0
-53.37302903127477,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,2,0
-40.65302903127477,0,2,2,1,0,2,1,2,2,2,2,2,1,2,2,0,1
-39.72802903127477,0,2,2,2,2,0,1,1,1,2,2,2,1,2,2,0,1
-52.52802903127477,1,2,2,2,2,0,2,2,1,2,2,2,2,2,0,1,2
-51.47802903127477,0,1,2,2,0,1,2,2,2,2,2,2,2,2,2,2,1
-55.14802903127477,1,0,2,2,2,0,2,2,0,0,1,0,2,2,2,2,1
-58.85302903127477,0,1,0,2,0,2,2,1,2,1,2,2,0,1,0,1,2
-57.30802903127477,1,2,0,2,2,1,0,1,2,2,0,2,2,2,2,2,1
-46.553029031274775,0,2,2,2,2,2,2,0,1,2,2,2,1,1,2,2,0
-45.14802903127477,2,2,2,2,2,1,1,1,1,0,1,2,2,2,2,2,2
-48.85302903127477,0,1,2,2,0,2,0,1,2,0,2,2,1,0,1,0,2
-53.32802903127477,0,0,2,2,2,0,2,2,0,2,2,2,2,2,2,1,2
-49.15302903127477,0,1,2,1,2,2,2,2,2,2,2,2,2,0,1,0,2
-49.24802903127477,0,0,1,1,0,1,2,2,2,0,1,2,1,1,0,1,2
-45.12302903127477,1,2,2,2,2,2,2,2,1,0,1,2,1,2,2,2,2
-47.95802903127477,1,2,1,2,1,0,1,2,2,2,0,2,2,2,0,1,0
-50.37802903127477,0,1,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
-40.67802903127477,2,2,1,0,1,0,1,1,2,2,2,0,1,2,2,2,2
-51.10302903127478,0,1,1,2,2,2,2,2,0,1,2,1,2,1,2,1,0
-54.55302903127478,1,0,2,2,2,2,0,1,2,2,2,2,2,1,2,0,2
-45.158029031274765,1,1,2,2,1,1,2,1,2,2,0,1,1,2,2,1,2
-56.033029031274765,1,2,2,1,1,2,0,1,2,2,0,0,2,2,0,2,2
-53.20302903127477,2,2,2,2,2,2,0,0,2,2,2,0,1,0,1,2,0
-51.62802903127477,1,2,2,0,2,1,0,1,1,2,2,0,1,0,2,2,2
-52.928029031274775,0,1,2,2,0,0,2,1,2,2,2,2,2,0,0,1,1
-54.15302903127477,2,2,1,2,2,2,2,2,0,2,2,2,2,0,0,1,1
-54.15302903127478,0,2,2,2,2,2,0,1,0,2,2,2,2,2,1,2,2
-52.75302903127478,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,1
-55.923029031274766,2,2,2,0,1,2,2,0,2,1,1,2,2,2,2,1,2
-48.63302903127476,0,1,2,0,2,2,2,0,1,2,0,1,1,0,1,0,2
-49.15302903127477,1,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,0
-48.798029031274766,2,2,0,1,1,1,2,2,2,2,1,1,1,0,1,1,2
-66.12802903127475,0,2,2,2,0,1,0,0,2,2,2,0,0,1,2,2,2
-50.053029031274775,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
-44.65302903127478,0,2,2,2,0,2,2,2,2,2,2,2,1,1,2,2,2
-55.453029031274774,0,1,1,2,0,2,2,2,2,2,2,2,0,1,2,0,2
-49.228029031274765,0,1,1,2,0,1,1,0,0,2,2,0,2,2,2,2,2
-46.97302903127476,1,1,1,2,2,2,2,0,2,0,1,0,1,2,2,2,0
-53.92302903127477,0,0,1,2,2,2,2,0,1,2,1,2,2,0,2,2,0
-48.72802903127477,2,1,2,2,2,1,1,2,2,2,2,1,2,0,2,1,1
-54.25302903127477,1,2,2,2,0,2,1,1,2,2,2,2,0,0,1,1,1
-55.48302903127477,2,2,2,2,2,2,2,0,2,0,0,2,2,0,0,0,1
-48.07802903127477,1,0,1,0,2,1,1,2,1,2,2,2,2,2,2,2,2
-46.62802903127477,1,2,0,2,2,0,1,1,2,1,2,2,2,2,2,0,1
-52.35302903127477,0,2,2,2,2,2,0,2,2,2,2,2,1,0,0,1,2
-50.38302903127477,0,2,1,2,2,2,2,2,2,2,0,2,2,0,2,2,2
-51.25302903127477,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1
-49.42302903127477,1,2,0,0,1,2,2,2,2,2,1,2,1,0,2,1,2
-58.65302903127478,0,1,2,2,2,2,2,2,0,1,2,2,0,1,0,1,0
-49.40302903127477,1,1,2,1,2,2,2,2,0,2,2,1,2,2,2,2,2
-56.32802903127477,0,2,2,2,2,0,0,2,0,2,2,2,2,0,1,2,0
-47.72302903127477,2,2,2,1,2,2,2,1,2,0,1,2,2,2,1,0,0
-51.52802903127477,2,2,2,0,1,0,2,2,2,0,2,2,2,2,2,2,0
-40.47302903127477,0,1,1,2,2,2,1,2,2,0,1,0,1,2,2,2,2
-53.053029031274775,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,1,1
-44.68302903127478,1,2,1,1,0,2,1,1,1,2,0,2,2,1,2,2,2
-51.258029031274766,1,2,2,2,1,1,2,2,2,2,0,1,2,2,1,2,2
-50.69802903127477,1,2,2,2,2,0,2,2,2,0,1,2,2,2,2,2,2
-55.20302903127477,1,2,2,2,1,2,2,0,1,1,2,0,2,2,2,1,0
-48.453029031274774,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0
-49.85302903127477,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2
-48.20302903127477,1,2,2,2,1,2,2,0,1,2,2,0,1,2,2,2,2
-52.85302903127477,1,2,2,0,1,2,2,2,2,2,2,2,2,2,0,0,1
-52.35302903127477,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2
-52.383029031274766,2,2,2,2,1,2,2,2,2,2,0,2,2,0,1,0,1
-40.678029031274775,0,1,2,2,1,0,1,2,2,2,2,0,1,1,2,2,0
-40.508029031274766,1,2,2,2,2,0,1,2,2,2,0,1,1,2,2,2,2
-44.87802903127477,0,1,2,2,2,1,1,1,0,1,2,2,2,1,2,2,2
-53.63302903127477,1,0,1,2,1,2,2,2,2,1,0,1,2,2,2,1,2
-46.62302903127477,0,0,2,2,2,2,1,2,2,1,1,2,2,2,2,0,2
-48.60302903127477,0,1,1,1,2,2,2,2,0,2,2,1,2,2,2,2,0
-44.22802903127477,1,2,2,2,1,0,1,1,1,2,2,2,2,2,2,0,2
-55.57802903127478,1,2,2,2,2,1,0,2,2,2,2,2,2,0,2,2,0
