-55.459146926797054,2,2,2,2,2,2,1,2,2,1,2,2,0,2,2,1,1
-56.62359321135641,0,2,0,2,2,0,1,1,2,2,1,1,0,2,2,1,1
-62.63403361261242,1,0,2,0,2,2,0,2,0,2,0,2,2,1,0,2,1
-52.93693934927352,2,2,2,2,0,2,1,1,2,1,1,2,0,0,1,2,2
-45.50383222956276,2,2,1,2,1,1,2,1,2,2,2,2,1,0,2,2,2
-62.2061545837376,0,1,1,1,1,2,2,0,0,1,2,2,0,0,1,2,1
-54.57168031312173,1,2,0,2,1,1,2,2,1,1,2,2,2,1,2,2,2
-50.173871586249525,2,2,2,0,1,2,2,0,2,1,2,2,1,2,2,1,2
-51.45429130224944,0,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1
-53.83434489528377,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2
-53.443581806129686,1,2,1,2,0,2,2,1,2,0,1,1,2,1,1,1,2
-44.81454996639591,0,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2
-52.98428775558728,2,1,2,1,0,0,2,2,2,1,1,0,2,2,2,2,2
-58.67901470300901,0,2,2,2,2,1,2,0,1,2,2,2,0,2,2,0,1
-48.28504464186133,2,2,2,2,2,0,2,1,2,2,2,1,2,0,1,2,2
-44.13571125225416,0,1,0,0,2,0,1,0,1,0,0,0,1,2,2,2,2
-49.77706351748814,1,1,2,0,1,2,2,2,2,0,1,2,2,0,1,2,2
-50.567082187776705,1,2,1,1,2,2,1,0,2,2,1,2,2,2,2,2,1
-50.7798543123836,0,2,1,2,0,2,2,1,2,2,1,2,2,0,2,2,2
-45.37639188424265,0,0,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1
-51.602034917692784,0,1,1,1,1,0,2,1,1,2,2,2,2,2,2,2,1
-54.661060019648794,2,0,2,1,1,2,2,2,0,2,2,1,2,2,2,1,2
-48.414727802698025,2,2,1,0,2,1,2,1,1,1,2,2,1,2,0,0,2
-50.89010227697144,0,0,0,1,1,2,2,2,2,1,2,1,1,0,1,2,1
-63.08419890094349,0,0,2,1,1,2,2,1,1,1,2,0,0,0,0,2,2
-52.708664054735976,1,1,0,0,1,2,2,2,2,2,2,1,2,1,1,2,2
-50.571334208496,1,0,2,2,2,0,2,2,2,0,2,2,2,2,1,0,2
-47.618395245972025,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2
-49.95355819445058,2,1,0,1,2,0,1,2,2,2,2,2,0,2,2,2,0
-53.2443308925719,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1
-46.99145285608836,0,2,2,0,1,1,2,1,2,1,2,1,1,0,1,2,2
-39.83308947354922,0,1,2,2,0,1,1,1,2,2,2,2,1,2,2,2,1
-43.72623015305961,2,2,2,2,0,2,2,2,2,0,2,1,1,2,2,0,0
-49.52285544878716,0,1,1,2,2,2,2,2,1,1,0,2,2,2,2,2,2
-61.11747068969453,2,0,1,2,1,2,2,0,2,2,2,2,0,2,2,2,1
-46.38602504999359,1,2,0,2,2,1,1,0,2,2,2,2,1,2,2,1,2
-65.28186973415858,1,0,2,0,2,1,2,1,1,1,1,2,0,2,2,1,1
-45.02464359808552,2,2,1,2,2,2,2,2,0,0,1,2,1,1,2,2,2
-50.93374029248871,2,2,0,1,2,1,2,2,2,1,1,2,2,2,2,2,2
-53.35483232204552,1,2,2,2,1,1,2,0,2,0,1,1,2,2,2,2,2
-46.512303990273445,1,2,2,2,1,2,1,0,1,2,2,2,2,2,2,2,2
-45.87704619618274,0,1,2,2,2,2,1,2,0,2,0,2,2,2,1,2,2
-47.247459396035396,1,2,1,2,2,1,2,1,2,0,2,1,1,1,1,2,2
-58.51874159407699,0,1,2,0,0,2,2,1,1,2,2,2,0,2,2,2,1
-53.64142486590393,2,2,2,2,2,1,0,1,2,0,2,1,1,0,2,1,1
-47.410815082047954,2,2,2,2,1,1,2,2,0,2,2,1,1,1,1,0,2
-42.21362167121583,1,2,2,1,2,0,1,1,2,2,0,2,1,2,1,1,2
-56.417763993903236,1,1,1,2,1,0,2,2,2,2,1,0,2,2,2,1,1
-46.59219821817128,1,2,2,1,1,1,2,2,1,0,2,2,1,2,2,2,0
-50.67683986871857,2,2,2,1,2,2,1,2,1,1,1,2,2,2,0,2,1
-46.88723798037394,2,0,2,2,0,1,2,2,1,2,0,2,1,2,2,2,2
-48.681832162146755,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
-52.60588715964712,1,2,2,2,2,2,2,0,1,0,2,2,2,1,0,1,2
-51.822742480598194,0,1,1,1,1,2,2,2,0,2,1,2,2,2,1,2,2
-50.60594564732775,1,1,1,2,0,2,2,2,1,2,1,2,2,2,2,2,0
-59.876793112359074,0,1,2,2,1,0,2,0,1,2,2,2,0,1,2,2,1
-51.8140740704759,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1
-61.7799289536361,1,2,1,1,1,0,0,0,1,2,2,2,2,0,2,2,1
-50.326100949868945,0,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1
-50.37693033416132,1,1,2,1,1,2,2,1,2,2,0,2,2,0,2,2,0
-47.404860626110974,1,2,2,2,2,2,0,1,2,0,1,1,1,1,2,2,2
