-50.72302903127477,2,2,2,0,2,2,2,2,0,1,2,2,2,2,2,2
-59.02302903127477,0,2,0,1,2,0,1,2,0,1,2,2,2,1,1,2
-41.24802903127477,1,2,2,2,0,1,2,2,1,1,0,1,2,2,2,2
-46.798029031274766,1,0,1,1,1,2,2,2,0,1,1,1,2,0,2,0
-57.95302903127477,2,2,2,2,2,2,2,0,2,2,2,0,1,1,1,0
-56.72302903127477,0,1,2,2,2,2,1,1,1,1,2,0,2,2,2,2
-55.953029031274774,1,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2
-49.97802903127477,2,2,2,2,1,2,2,0,2,2,2,2,2,2,0,2
-51.553029031274775,0,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1
-47.033029031274765,2,0,1,1,2,2,2,2,2,0,1,1,0,1,2,2
-49.15302903127478,1,2,2,2,2,2,1,2,2,2,2,2,0,2,0,1
-55.20802903127477,2,2,2,2,1,0,1,2,1,0,2,2,2,1,2,2
-53.828029031274774,1,0,1,1,0,1,2,2,1,2,2,0,1,2,2,2
-51.75302903127477,2,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0
-50.15302903127477,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0
-47.658029031274765,2,1,2,2,0,2,0,2,1,0,2,1,2,2,2,2
-54.128029031274764,2,1,2,2,0,2,0,1,2,2,2,2,2,1,1,2
-56.80302903127477,2,0,2,2,2,0,1,1,2,2,0,2,2,0,2,2
-44.50302903127477,0,1,2,2,2,2,2,2,1,2,1,1,2,2,0,0
-56.95302903127477,1,2,1,2,2,2,2,2,2,2,2,0,2,1,2,1
-45.55302903127477,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1
-54.423029031274766,2,2,2,2,2,2,0,2,0,1,2,2,2,1,1,2
-57.923029031274766,0,1,2,1,2,0,1,0,1,1,2,2,2,2,2,1
-52.15302903127477,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2
-51.27802903127478,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
-50.203029031274774,0,2,2,2,2,0,1,2,2,2,0,1,2,2,2,2
-61.67802903127478,2,2,2,2,1,0,1,2,2,2,2,0,1,2,0,1
-51.87802903127477,0,0,1,1,1,2,1,2,2,2,2,2,1,1,2,2
-44.728029031274765,1,1,2,0,1,2,2,2,1,2,1,1,2,2,2,2
-48.953029031274774,0,2,0,2,2,1,2,2,2,2,2,2,2,2,2,1
-51.60302903127477,1,0,2,1,2,2,2,1,2,2,0,2,2,2,2,0
-51.85302903127477,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2
-53.70302903127477,2,2,2,0,2,2,0,1,2,2,1,2,0,1,2,2
-59.35302903127477,0,2,2,2,2,2,2,0,2,2,2,0,1,1,0,1
-50.448029031274764,1,2,2,0,1,0,1,0,1,1,2,1,1,1,2,2
-55.84802903127477,1,2,2,2,1,0,2,2,0,1,2,2,2,2,2,2
-52.053029031274775,0,1,2,2,2,2,2,0,1,2,2,2,1,1,2,2
-50.32302903127477,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,2
-52.12802903127478,2,1,2,1,0,2,2,0,1,2,2,2,2,2,0,1
-57.508029031274766,1,2,0,1,0,0,2,2,2,0,1,2,2,1,2,2
-50.523029031274774,2,2,1,1,2,2,2,2,0,1,2,2,2,2,2,2
-55.05302903127477,0,1,0,1,2,0,0,1,2,2,2,1,2,2,2,2
-50.05302903127477,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2,2
-54.77802903127478,1,2,1,2,1,0,2,2,2,2,2,2,2,2,2,2
-52.62802903127477,0,1,2,0,1,2,2,1,0,2,1,2,0,2,2,0
-45.65302903127477,1,0,0,2,2,2,2,2,2,2,2,1,2,1,2,0
-55.50302903127477,1,2,2,2,2,2,2,2,2,2,1,0,1,1,2,0
-48.603029031274765,0,1,1,2,2,2,0,1,2,2,0,1,1,1,0,2
-56.10302903127477,0,2,2,2,2,0,1,1,2,2,0,2,2,2,2,2
-45.428029031274775,1,2,2,1,0,1,2,2,2,2,2,2,2,2,2,2
-53.25302903127477,2,0,0,1,2,1,1,1,0,2,2,0,2,2,2,0
-47.35302903127477,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2
-47.40302903127477,1,0,1,2,2,1,2,2,2,2,0,2,0,1,2,2
-44.053029031274775,0,1,1,2,2,2,1,2,0,2,2,1,1,2,2,2
-46.97802903127477,0,2,1,2,1,1,0,1,2,2,2,1,0,0,1,2
-43.22302903127477,1,1,0,2,2,2,1,2,2,1,2,1,2,2,2,2
-50.65302903127478,0,2,2,2,2,2,1,0,0,2,2,2,1,2,2,2
-49.35302903127477,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-48.22802903127477,2,2,2,1,0,1,0,1,2,2,2,2,2,2,0,2
-58.35302903127477,0,1,0,1,2,0,2,2,2,2,2,2,0,2,2,2
-45.27302903127477,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2
-49.05802903127477,0,1,2,1,1,2,2,2,2,0,0,1,2,2,2,1
-52.923029031274766,1,1,2,1,2,2,2,0,1,1,2,2,2,0,1,2
